ShuttleLocation,ShuttleType,EngineType,EngineVendor,Engines,PassengerCapacity,CancellationPolicy,Crew,DCheckComplete,MoonClearanceComplete,Price,CompanyId,ShuttleId,ReviewScoresRating,ReviewScoresComfort,ReviewScoresAmenities,ReviewScoresTrip,ReviewScoresCrew,ReviewScoresLocation,ReviewScoresPrice,NumberOfReviews,ReviewsPerMonth,Id,CompanyRating,CompanyLocation,TotalFleetCount,IataApproved
Rwanda,Type V5,Plasma,ThetaBase Services,3,15,strict,0,False,False,5121,35522,23943,100,10,8,10,10,8,6,1,0.09,35522,1,Kiribati,10,False
Rwanda,Type V5,Plasma,ThetaBase Services,2,5,flexible,2,True,False,2690,19811,39830,86,9,9,9,9,10,9,7,0.57,19811,0.9,Nicaragua,21,True
Micronesia,Type V5,Plasma,ThetaBase Services,1,2,strict,1,True,False,7318,45111,63650,100,10,10,10,10,10,10,1,0.28,45111,1,Sao Tome and Principe,420,False
Barbados,Type V5,Plasma,ThetaBase Services,1,2,strict,1,True,False,5485,45111,13389,100,10,10,10,10,10,10,1,0.18,45111,1,Sao Tome and Principe,420,False
Barbados,Type V5,Plasma,ThetaBase Services,2,4,strict,2,True,False,13571,45111,1093,100,10,10,10,10,10,10,1,0.14,45111,1,Sao Tome and Principe,420,False
Micronesia,Type V5,Plasma,ThetaBase Services,3,6,moderate,3,False,False,3470,17819,25270,100,10,10,10,10,10,10,3,0.25,17819,1,Guinea,2,False
Russian Federation,Type V5,Plasma,ThetaBase Services,2,3,strict,4,True,False,9736,45111,52411,100,10,10,10,10,10,8,1,0.41,45111,1,Sao Tome and Principe,420,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,4,strict,2,True,False,6733,45111,8847,93,9,9,10,10,10,9,4,0.8,45111,1,Sao Tome and Principe,420,False
Nicaragua,Type V5,Plasma,ThetaBase Services,2,3,strict,3,True,False,11439,45111,70454,100,10,10,10,10,10,10,1,0.19,45111,1,Sao Tome and Principe,420,False
Rwanda,Type V5,Plasma,ThetaBase Services,1,4,moderate,2,True,False,1845,16047,9027,84,9,9,10,8,9,9,11,0.85,16047,0.8,Uzbekistan,6,False
Niue,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1260,7246,72865,89,10,9,9,10,9,9,39,2.96,7246,1,Niue,6,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,4,strict,1,True,False,2950,33873,6917,95,10,10,9,10,9,10,5,0.41,33873,1,Turks and Caicos Islands,8,True
Rwanda,Type F5,Plasma,ThetaBase Services,3,6,strict,3,False,False,2430,28828,20434,93,10,10,10,10,9,9,23,1.84,28828,1,Isle of Man,198,True
Anguilla,Type G0,Plasma,ThetaBase Services,1,2,flexible,1,False,False,2144,11125,15483,88,9,10,10,9,9,8,17,1.35,11125,1,Nicaragua,12,True
Niue,Type F5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1182,7246,18825,88,9,9,9,9,9,9,19,1.53,7246,1,Niue,6,False
Malta,Type V5,Plasma,ThetaBase Services,2,5,strict,2,True,False,3067,41546,33623,100,10,10,10,10,10,10,2,0.16,41546,1,Mauritania,21,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,2170,46443,33514,91,10,9,10,10,9,9,15,1.38,46443,0.75,Sao Tome and Principe,1,True
Malta,Type V5,Plasma,ThetaBase Services,1,3,strict,2,False,False,1910,12953,49629,93,9,9,9,9,9,9,20,1.57,12953,1,Guernsey,1,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,5,strict,2,False,False,2677,24026,26514,80,9,9,9,9,9,8,6,0.94,24026,0.98,Cape Verde,69,True
Brazil,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1013,46195,55041,90,10,10,10,10,8,10,4,0.32,46195,0.89,Maldives,6,True
Uzbekistan,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1715,37980,43782,80,8,8,8,9,9,8,13,0.99,37980,0.75,Kiribati,1,False
Gambia,Type V2,Quantum,ThetaBase Services,1,1,moderate,1,False,False,1039,12357,40111,98,10,10,10,10,9,10,29,2.24,12357,1,Gambia,4,False
Barbados,Type V5,Plasma,ThetaBase Services,1,5,strict,1,True,False,2976,37307,60625,99,10,10,10,10,10,10,16,1.24,37307,0.75,Nicaragua,2,False
Kiribati,Type V5,Plasma,ThetaBase Services,2,6,moderate,3,True,False,3327,41546,18536,87,9,9,9,9,10,8,4,0.62,41546,1,Mauritania,21,False
Malta,Type V5,Plasma,ThetaBase Services,1,3,moderate,1,False,False,1806,2548,44768,93,10,10,10,10,9,9,95,7.36,2548,0.97,Marshall Islands,3,False
Russian Federation,Type V5,Plasma,ThetaBase Services,2,7,strict,3,False,False,2300,36206,71758,100,10,10,10,10,10,10,5,0.89,36206,0.86,Russian Federation,10,False
Barbados,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1910,49565,72154,84,9,9,9,9,10,8,18,1.48,49565,0.92,Uganda,14,False
Barbados,Type V5,Plasma,ThetaBase Services,0,2,moderate,1,False,False,1910,49565,20929,90,10,9,10,9,10,9,16,1.7,49565,0.92,Uganda,14,False
Barbados,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,2430,49565,59550,88,9,8,9,9,10,9,10,0.83,49565,0.92,Uganda,14,False
Barbados,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1910,49565,37254,86,9,8,9,9,10,8,13,1.07,49565,0.92,Uganda,14,False
Niue,Type V2,Quantum,ThetaBase Services,1,4,strict,3,False,False,1403,26780,37383,73,8,10,8,7,9,8,6,0.51,26780,1,Guinea,7,False
Malta,Type V5,Plasma,ThetaBase Services,1,3,flexible,1,False,False,2040,3713,10886,100,8,10,10,10,10,10,1,0.09,3713,0,El Salvador,1,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,2,strict,1,False,False,1975,18306,51142,93,9,9,10,10,10,9,6,0.5,18306,0.9,Jersey,5,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,3,strict,0,True,False,2807,8225,66944,95,10,10,8,10,10,9,4,0.34,8225,0.95,Barbados,31,False
Malta,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1390,3047,982,97,10,9,10,10,9,10,50,4.02,3047,1,Brazil,1,False
Barbados,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1520,3571,27953,100,10,10,10,10,10,10,11,1.01,3571,1,Bouvet Island (Bouvetoya),3,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1,4,strict,2,True,False,1585,46872,46378,86,9,9,9,9,10,9,85,6.61,46872,1,Nicaragua,9,False
Rwanda,Type G0,Plasma,ThetaBase Services,2,5,strict,2,True,False,3028,37646,61135,100,10,10,10,10,10,10,1,0.13,37646,1,Estonia,60,False
Rwanda,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,2105,6894,13113,80,8,7,7,8,10,7,2,0.19,6894,0.8,Estonia,47,True
Indonesia,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,False,False,1585,22091,55203,87,9,8,10,9,10,8,6,0.49,22091,1,Faroe Islands,9,False
Uzbekistan,Type V5,Plasma,ThetaBase Services,2,4,strict,2,True,False,3210,687,33568,100,10,8,10,10,10,10,1,0.09,687,1,Kiribati,2,True
Barbados,Type V5,Plasma,ThetaBase Services,1,4,moderate,3,True,False,2274,38458,15239,97,10,9,10,10,10,9,6,0.48,38458,1,Montserrat,6,True
Niue,Type V5,Plasma,ThetaBase Services,2,4,strict,2,True,False,2274,45793,1294,96,10,9,9,10,10,9,10,0.87,45793,1,Niue,5,True
Rwanda,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2430,15859,20466,92,10,10,10,9,9,9,21,1.64,15859,1,Zimbabwe,1,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1,1,strict,1,False,False,1585,35841,37281,96,10,10,10,10,10,10,5,0.69,35841,1,Saint Helena,4,False
Niue,Type V5,Quantum,ThetaBase Services,0,2,moderate,1,True,False,1260,7246,20470,82,8,8,9,10,9,9,13,1.02,7246,1,Niue,6,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1195,35104,36981,97,10,10,10,10,10,10,27,2.93,35104,1,Switzerland,2,False
Malta,Type V5,Plasma,ThetaBase Services,2,7,strict,6,True,False,1975,27652,29806,92,10,9,10,10,9,9,18,1.42,27652,1,El Salvador,5,False
Barbados,Type V5,Plasma,ThetaBase Services,3,8,strict,4,False,False,2157,43134,32633,83,9,9,10,9,9,8,23,1.79,43134,1,Suriname,6,False
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1416,15695,26173,96,10,9,10,10,10,9,71,5.61,15695,1,Malawi,2,True
Barbados,Type V5,Plasma,ThetaBase Services,1,3,strict,3,False,False,3015,4330,24834,100,8,10,10,10,10,10,1,0.42,4330,0.94,Ukraine,60,True
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1715,30985,52326,95,10,9,10,10,10,10,11,2.02,30985,1,Uzbekistan,5,False
Malta,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1715,33961,25392,99,10,10,10,10,10,10,119,9.15,33961,1,Indonesia,3,True
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1377,46099,76842,86,9,9,9,10,9,9,60,4.77,46099,0.98,Uzbekistan,28,False
Rwanda,Type V5,Quantum,ThetaBase Services,1,4,flexible,3,True,False,1468,46099,27249,85,9,8,9,9,9,9,69,5.55,46099,0.98,Uzbekistan,28,False
Nicaragua,Type V5,Plasma,ThetaBase Services,2,6,strict,3,False,False,2950,3314,41904,98,10,10,10,10,10,9,20,1.57,3314,1,Slovakia (Slovak Republic),10,False
Kenya,Type V5,Quantum,ThetaBase Services,1,1,strict,1,True,False,1221,5757,50809,100,10,10,10,10,10,9,9,0.71,5757,1,Portugal,2,False
Malta,Type F5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1520,46872,28201,85,9,9,9,9,9,8,56,4.36,46872,1,Nicaragua,9,False
Malta,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,2040,5296,20747,90,10,9,10,10,10,9,2,0.24,5296,1,Mauritania,4,False
Malta,Type V5,Plasma,ThetaBase Services,2,6,moderate,3,False,False,3080,5296,42246,97,10,10,10,10,10,9,24,2.52,5296,1,Mauritania,4,False
Malta,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1741,5296,74445,98,10,10,10,10,10,10,37,3.44,5296,1,Mauritania,4,False
Barbados,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,2105,11744,4534,100,10,10,10,10,9,9,6,0.52,11744,1,Kenya,4,False
Malta,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,False,False,1546,44544,3002,100,10,10,10,10,10,10,1,0.09,44544,0,Gibraltar,2,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2170,28828,3638,100,10,10,9,10,10,10,4,0.35,28828,1,Isle of Man,198,True
Russian Federation,Type V5,Plasma,"Banks, Wood and Phillips",2,5,strict,2,False,False,2430,28828,41496,95,10,9,10,10,10,10,23,1.86,28828,1,Isle of Man,198,True
Malta,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,False,False,1780,44793,69906,98,10,10,10,10,9,9,20,1.76,44793,1,Guernsey,1,False
Barbados,Type V7,Plasma,ThetaBase Services,1,3,strict,2,False,False,2690,39109,14927,90,9,10,10,10,10,10,8,0.64,39109,0.77,Ukraine,24,True
Russian Federation,Type F5,Quantum,ThetaBase Services,1,1,strict,1,True,False,1286,36524,74652,96,10,10,10,10,10,10,62,5.41,36524,1,Saint Helena,8,True
Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,moderate,2,False,False,1247,4011,64756,90,9,9,9,9,7,9,4,0.35,4011,1,French Guiana,3,False
Bouvet Island (Bouvetoya),Type V2,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1377,4011,468,100,10,10,10,10,10,9,5,0.42,4011,1,French Guiana,3,False
Faroe Islands,Type V5,Plasma,ThetaBase Services,0,2,flexible,1,False,False,1364,7970,41524,100,10,10,6,8,10,10,1,0.1,7970,0.9,Isle of Man,3,True
Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1390,48575,63630,100,10,10,10,10,10,10,2,0.24,48575,0.67,Jersey,3,False
Micronesia,Type G0,Plasma,ThetaBase Services,2,5,strict,2,True,False,4770,2743,28205,100,10,10,10,10,10,9,3,0.31,2743,0.97,China,23,False
Uzbekistan,Type F5,Plasma,ThetaBase Services,2,5,moderate,3,False,False,2040,21232,30906,97,10,9,10,10,9,10,18,1.72,21232,0.9,Kiribati,2,True
Barbados,Type F5,Plasma,ThetaBase Services,5,11,strict,6,False,False,8020,4330,66421,93,9,9,9,9,9,9,3,0.75,4330,0.94,Ukraine,60,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2,5,moderate,2,False,False,3457,28172,42087,100,10,10,10,10,10,10,7,0.67,28172,1,Isle of Man,1,False
Niue,Type Z6,Quantum,ThetaBase Services,1,1,moderate,1,True,False,1195,7246,12674,83,9,8,9,9,9,9,24,1.88,7246,1,Niue,6,False
Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1325,37043,49398,91,10,9,9,10,10,9,28,3.77,37043,1,Pakistan,11,False
Russian Federation,Type V5,Quantum,ThetaBase Services,1,1,strict,1,True,False,1390,37043,12224,92,10,9,9,10,10,9,31,3.39,37043,1,Pakistan,11,False
Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2820,44547,16951,91,9,10,9,9,10,9,19,1.6,44547,1,Venezuela,1,False
Malta,Type F5,Plasma,ThetaBase Services,2,6,flexible,2,False,False,2170,1783,73362,98,10,10,10,10,10,9,20,1.78,1783,1,Tunisia,2,True
Anguilla,Type V5,Quantum,ThetaBase Services,1,1,strict,1,True,False,1910,20466,57714,96,10,9,10,10,9,10,19,3.29,20466,1,Anguilla,1,False
Micronesia,Type G0,Plasma,ThetaBase Services,1,3,strict,1,False,False,2365,30283,43864,100,10,8,10,10,10,10,1,0.36,30283,1,Brazil,15,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,1910,219,76793,95,10,9,10,10,10,10,4,0.32,219,1,Congo,2,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2417,11744,46533,87,9,9,8,9,10,9,6,2.4,11744,1,Kenya,4,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,4,strict,2,True,False,2820,16596,53132,89,9,10,9,9,8,9,15,1.74,16596,1,Congo,3,False
Malta,Type D4,Plasma,ThetaBase Services,2,4,moderate,2,True,False,1221,7500,1531,100,10,10,10,10,10,10,1,0.08,7500,1,Paraguay,8,True
Niue,Type F5,Plasma,ThetaBase Services,3,5,strict,4,False,False,1910,28828,38751,100,10,10,10,10,9,9,2,0.17,28828,1,Isle of Man,198,True
Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,3,7,strict,3,True,False,7422,8225,31050,99,10,10,10,10,9,9,21,1.85,8225,0.95,Barbados,31,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,6,strict,2,True,False,3990,8225,10526,90,9,9,10,10,9,9,10,0.82,8225,0.95,Barbados,31,False
Barbados,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1650,41518,12910,92,9,10,9,9,9,8,12,0.98,41518,1,Montserrat,13,True
Barbados,Type F5,Quantum,ThetaBase Services,1,3,strict,1,True,False,1650,41518,59964,95,10,9,10,10,9,9,11,0.89,41518,1,Montserrat,13,True
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1247,20265,61851,96,10,9,9,10,8,9,5,0.54,20265,1,Malawi,3,False
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1390,46099,52882,81,9,8,9,10,9,9,65,5.15,46099,0.98,Uzbekistan,28,False
Kiribati,Type G0,Plasma,ThetaBase Services,1,3,strict,1,False,False,2430,1024,71554,80,8,9,10,8,10,9,4,0.37,1024,1,Nicaragua,2,False
Niue,Type V2,Quantum,ThetaBase Services,1,4,strict,3,False,False,1377,6700,6117,60,8,6,10,10,8,8,1,0.15,6700,1,Guinea,7,False
Niue,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,1650,45041,32256,100,10,10,10,10,10,10,1,0.09,45041,1,Niue,2,False
Nicaragua,Type V5,Plasma,ThetaBase Services,0,2,strict,1,False,False,1897,43108,48128,99,10,10,10,10,10,10,20,1.77,43108,1,Vietnam,2,False
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1403,46099,44607,78,9,7,9,9,9,9,86,6.94,46099,0.98,Uzbekistan,28,False
Micronesia,Type G0,Plasma,ThetaBase Services,1,5,strict,4,False,False,3145,30283,32125,80,7,10,9,9,9,8,3,0.31,30283,1,Brazil,15,False
Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1455,45089,41730,96,10,10,10,10,10,9,5,0.63,45089,1,Jersey,1,False
Gambia,Type V5,Plasma,ThetaBase Services,1,3,flexible,1,True,False,1715,18368,20204,80,10,10,10,8,10,10,1,0.25,18368,1,Gambia,2,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,2040,39353,73583,100,10,10,10,10,10,10,5,0.48,39353,1,Lithuania,2,True
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,5,moderate,3,True,False,2885,41546,3811,72,9,8,9,9,8,8,5,0.64,41546,1,Mauritania,21,False
Brazil,Type G0,Plasma,ThetaBase Services,2,6,strict,5,True,False,1845,9693,48102,95,10,10,10,10,10,9,11,0.95,9693,1,Vanuatu,8,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,6,strict,3,False,False,4887,48502,62774,90,10,9,10,10,10,9,2,0.17,48502,1,Nicaragua,11,True
Niue,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1390,45793,56726,100,10,10,10,10,10,10,17,1.69,45793,1,Niue,5,True
Rwanda,Type F5,Plasma,ThetaBase Services,3,7,strict,3,False,False,3015,27306,43724,98,10,9,10,10,10,10,8,1.29,27306,1,Kiribati,2,False
Barbados,Type V2,Plasma,ThetaBase Services,2,6,moderate,2,True,False,3210,8842,20235,97,10,10,10,10,10,9,14,1.39,8842,1,Slovakia (Slovak Republic),3,False
Barbados,Type V5,Plasma,ThetaBase Services,2,4,strict,2,True,False,5420,15567,29804,85,10,10,10,9,10,9,4,0.33,15567,1,Slovakia (Slovak Republic),4,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,5,flexible,2,False,False,2300,24114,62290,93,10,8,10,10,9,9,21,1.68,24114,0.7,Lebanon,2,True
Rwanda,Type F5,Quantum,ThetaBase Services,1,1,flexible,1,False,False,1195,43344,28134,100,10,10,10,10,10,10,1,0.38,43344,0.6,Maldives,5,False
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1650,24114,42476,98,10,10,10,10,10,10,10,0.81,24114,0.7,Lebanon,2,True
Barbados,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,5095,18077,28386,100,10,10,10,10,10,8,2,0.13,18077,1,Sao Tome and Principe,139,False
Malta,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,2365,18077,6748,97,10,10,10,10,10,10,6,0.4,18077,1,Sao Tome and Principe,139,False
Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,3,5,moderate,3,False,False,3730,18077,31019,100,10,10,10,10,10,9,2,0.16,18077,1,Sao Tome and Principe,139,False
Rwanda,Type G0,Plasma,ThetaBase Services,2,4,strict,2,False,False,2560,3274,45945,60,6,6,10,10,10,4,1,0.47,3274,0.86,Barbados,24,False
Malta,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,2300,18077,71357,100,10,10,10,10,9,9,5,0.38,18077,1,Sao Tome and Principe,139,False
Rwanda,Type G0,Plasma,ThetaBase Services,2,4,strict,2,False,False,2560,3274,16486,100,10,10,10,10,10,10,1,0.13,3274,0.86,Barbados,24,False
Micronesia,Type F5,Plasma,ThetaBase Services,3,6,moderate,0,False,False,6070,18077,58777,100,10,10,10,10,10,10,6,0.44,18077,1,Sao Tome and Principe,139,False
Malta,Type Z6,Plasma,ThetaBase Services,2,4,moderate,2,False,False,3470,18077,15547,100,10,8,10,10,10,10,1,0.33,18077,1,Sao Tome and Principe,139,False
Barbados,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2690,24033,70612,97,10,10,9,10,10,9,18,1.65,24033,1,Uganda,45,False
Rwanda,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,True,False,2105,4939,55739,93,10,9,10,10,10,10,13,1.09,4939,1,Estonia,1,False
Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,6,8,moderate,5,False,False,7370,18077,75975,100,10,8,10,10,10,10,1,0.09,18077,1,Sao Tome and Principe,139,False
Rwanda,Type G0,Plasma,ThetaBase Services,2,4,strict,2,False,False,2560,3274,44349,80,8,8,8,6,8,8,1,0.52,3274,0.86,Barbados,24,False
Rwanda,Type G0,Plasma,ThetaBase Services,1,4,strict,1,False,False,2170,3274,24234,80,7,8,9,8,10,7,2,0.2,3274,0.86,Barbados,24,False
Rwanda,Type G0,Plasma,ThetaBase Services,1,2,strict,1,False,False,2430,3274,31333,60,8,6,10,10,10,6,1,0.61,3274,0.86,Barbados,24,False
Malta,Type V2,Plasma,ThetaBase Services,4,8,moderate,6,False,False,6720,18077,16193,100,10,6,10,10,10,10,1,0.25,18077,1,Sao Tome and Principe,139,False
Rwanda,Type V5,Plasma,ThetaBase Services,0,2,flexible,1,False,False,1793,16047,44618,91,10,9,10,10,10,9,8,0.66,16047,0.8,Uzbekistan,6,False
Rwanda,Type G0,Plasma,ThetaBase Services,1,2,strict,1,False,False,2170,3274,17424,100,10,10,10,10,10,10,1,0.33,3274,0.86,Barbados,24,False
Rwanda,Type G0,Plasma,ThetaBase Services,2,5,strict,2,False,False,2430,3274,13308,95,10,10,10,10,10,9,4,0.37,3274,0.86,Barbados,24,False
Barbados,Type V5,Plasma,ThetaBase Services,1,4,flexible,2,False,False,2690,36716,16824,98,10,10,10,10,10,10,21,1.73,36716,1,Bosnia and Herzegovina,3,False
Uzbekistan,Type G0,Plasma,ThetaBase Services,2,6,strict,2,True,False,4029,3389,51005,97,10,9,10,10,10,9,12,1.14,3389,1,Estonia,13,False
Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1390,651,23506,100,10,10,10,10,10,10,42,3.48,651,1,Lebanon,4,True
Estonia,Type F5,Quantum,ThetaBase Services,1,1,strict,1,False,False,1195,4225,53295,93,10,10,10,10,9,9,3,0.42,4225,1,Costa Rica,2,False
Russian Federation,Type V5,Plasma,ThetaBase Services,2,6,strict,3,False,False,2950,22457,17395,95,10,10,10,10,10,9,16,1.3,22457,0.8,Venezuela,1,False
Faroe Islands,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2170,28828,15928,100,10,10,10,10,8,10,1,0.37,28828,1,Isle of Man,198,True
Costa Rica,Type V2,Quantum,ThetaBase Services,1,3,strict,3,False,False,1299,29480,61778,100,9,9,9,10,8,9,5,0.44,29480,1,French Polynesia,6,False
Micronesia,Type V5,Plasma,ThetaBase Services,1,4,flexible,1,False,False,2365,8707,12185,94,10,9,10,10,10,10,13,1.07,8707,0.73,Rwanda,21,True
Micronesia,Type V5,Plasma,ThetaBase Services,1,4,strict,1,True,False,2027,39952,45372,83,9,8,9,9,10,9,12,0.99,39952,1,Tonga,21,False
Rwanda,Type G0,Plasma,ThetaBase Services,2,5,strict,2,False,False,2690,3274,15111,80,9,9,10,9,9,8,5,0.43,3274,0.86,Barbados,24,False
Russian Federation,Type Z6,Quantum,ThetaBase Services,1,2,moderate,1,True,False,2820,33523,7835,97,10,10,10,10,10,10,23,5.61,33523,1,Venezuela,2,False
Barbados,Type V5,Plasma,ThetaBase Services,1,3,strict,1,True,False,2560,42286,18902,90,10,10,10,10,9,9,21,1.86,42286,0.94,Vietnam,9,True
Malta,Type V5,Plasma,ThetaBase Services,2,6,strict,3,True,False,2690,13641,27219,91,8,8,9,9,9,8,12,1.02,13641,0.85,Mauritania,23,False
Niue,Type Z6,Quantum,ThetaBase Services,1,4,moderate,2,True,False,3145,40620,1373,99,10,10,10,10,10,10,25,3.26,40620,1,Guinea,2,False
Niue,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,False,False,1845,46290,27378,100,10,10,10,10,10,10,5,0.41,46290,1,Micronesia,2,False
Barbados,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,3340,42286,52727,100,10,10,10,10,10,9,11,0.97,42286,0.94,Vietnam,9,True
Malta,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,1910,36375,63106,100,10,10,10,10,10,9,2,0.18,36375,1,Mauritania,1,False
Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1390,651,71697,99,10,10,10,10,9,10,57,5.72,651,1,Lebanon,4,True
Rwanda,Type V5,Plasma,ThetaBase Services,2,8,strict,4,True,False,2859,15004,19999,96,10,10,10,10,10,10,17,1.43,15004,1,Uzbekistan,88,False
Rwanda,Type V5,Plasma,ThetaBase Services,2,8,strict,4,True,False,2859,15004,51220,100,10,9,9,8,10,9,3,0.4,15004,1,Uzbekistan,88,False
Rwanda,Type V5,Plasma,ThetaBase Services,1,8,strict,4,True,False,2859,15004,57951,92,9,9,10,10,10,9,29,3.05,15004,1,Uzbekistan,88,False
Rwanda,Type G0,Plasma,ThetaBase Services,2,4,strict,2,False,False,2950,3274,58202,100,10,10,10,10,10,10,1,0.09,3274,0.86,Barbados,24,False
Micronesia,Type G0,Plasma,ThetaBase Services,0,4,moderate,1,True,False,2625,21240,46122,95,8,10,10,10,10,8,4,0.4,21240,0.94,Niger,130,False
Micronesia,Type G0,Plasma,ThetaBase Services,0,4,moderate,1,True,False,2625,21240,60708,80,10,10,6,5,10,8,2,0.23,21240,0.94,Niger,130,False
Rwanda,Type V7,Plasma,ThetaBase Services,3,6,moderate,0,False,False,4120,47033,14379,100,10,10,10,10,10,10,8,0.79,47033,1,Estonia,1,False
Rwanda,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2170,15004,44289,100,10,10,10,10,10,10,1,0.09,15004,1,Uzbekistan,88,False
Rwanda,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2417,6894,25563,87,7,8,9,9,9,8,3,0.26,6894,0.8,Estonia,47,True
Faroe Islands,Type V5,Plasma,ThetaBase Services,2,5,strict,2,False,False,2144,31314,60428,100,10,10,10,10,10,10,2,2,31314,1,Guinea,4,True
Niue,Type V5,Plasma,ThetaBase Services,1,3,strict,1,False,False,1715,44717,4358,95,10,10,10,10,9,9,20,1.68,44717,1,Monaco,2,True
Uzbekistan,Type V5,Plasma,ThetaBase Services,1,4,strict,2,True,False,1325,29123,54569,91,10,9,10,10,9,10,13,1.46,29123,1,Zimbabwe,16,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,1910,28828,28816,100,10,9,10,10,10,10,7,0.61,28828,1,Isle of Man,198,True
Costa Rica,Type V2,Quantum,ThetaBase Services,1,3,strict,2,False,False,1260,29480,70360,100,10,9,10,10,10,10,7,1.04,29480,1,French Polynesia,6,False
