Id,CompanyId,ShuttleLocation,ShuttleType,EngineType,EngineVendor,Engines,PassengerCapacity,Crew,CancellationPolicy,Price,DCheckComplete,MoonClearanceComplete
48657,14930,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,1,strict,2105,False,False
55359,5661,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,4,2,strict,3210,True,False
27883,18077,Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,5,10,7,moderate,5810,False,False
72405,26952,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,1,strict,987,True,False
22977,36917,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,2,1,strict,1767,True,False
61164,26036,Rwanda,Type F5,Quantum,ThetaBase Services,1,2,1,moderate,1299,True,False
30234,30070,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1455,False,False
22863,11567,Micronesia,Type G0,Plasma,ThetaBase Services,1,4,2,strict,3080,True,False
72068,40435,Rwanda,Type V5,Plasma,ThetaBase Services,2,4,2,moderate,2027,False,False
74481,10554,Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1390,False,False
31890,49623,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,3,2,flexible,1832,False,False
30780,44774,Barbados,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1520,False,False
33066,19878,Russian Federation,Type V5,Plasma,ThetaBase Services,2,2,2,flexible,2170,False,False
49621,3452,Nicaragua,Type V5,Plasma,ThetaBase Services,2,3,2,strict,2157,True,False
14152,24529,Rwanda,Type V5,Plasma,ThetaBase Services,3,8,4,moderate,6720,True,False
37159,11567,Micronesia,Type G0,Plasma,ThetaBase Services,0,2,1,strict,2950,True,False
58860,29119,Rwanda,Type V5,Quantum,ThetaBase Services,1,3,1,moderate,1325,True,False
62523,30778,Malta,Type V2,Plasma,ThetaBase Services,4,6,4,strict,3405,False,False
32625,33372,Niue,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1364,True,False
26119,48747,Malta,Type V5,Plasma,ThetaBase Services,2,4,2,flexible,2560,False,False
16639,9803,United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,1,moderate,1845,True,False
68191,17873,Malta,Type V7,Quantum,ThetaBase Services,1,2,1,moderate,1390,True,False
8622,33372,Niue,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1364,True,False
3198,33372,Niue,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1299,True,False
44191,33372,Niue,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1299,True,False
9412,33372,Niue,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1364,True,False
66343,33372,Niue,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1364,True,False
68491,47758,Bosnia and Herzegovina,Type X3,Quantum,ThetaBase Services,1,3,2,strict,1897,True,False
1256,27680,Russian Federation,Type V5,Quantum,ThetaBase Services,0,1,1,flexible,2651,True,False
69308,3194,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,4,2,moderate,3080,False,False
54073,19297,Gambia,Type V5,Plasma,ThetaBase Services,2,6,2,moderate,1975,False,False
58686,29908,Anguilla,Type G0,Plasma,ThetaBase Services,3,5,3,strict,2885,False,False
58470,33372,Niue,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1299,True,False
28271,43626,Estonia,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1338,False,False
58897,9693,Brazil,Type V5,Plasma,ThetaBase Services,2,6,3,strict,2365,True,False
70666,37063,Barbados,Type V5,Plasma,ThetaBase Services,2,4,2,moderate,2170,False,False
10206,19522,Barbados,Type V2,Quantum,ThetaBase Services,1,2,1,moderate,1780,True,False
41574,28736,Malta,Type V7,Quantum,ThetaBase Services,1,1,1,flexible,1585,False,False
70007,13924,Micronesia,Type V5,Plasma,ThetaBase Services,1,4,2,strict,1975,False,False
36800,14009,Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1520,True,False
33054,641,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,2,1,flexible,2105,False,False
38287,36501,Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1520,True,False
26876,12613,United Kingdom,Type V5,Plasma,ThetaBase Services,3,6,3,strict,3340,True,False
25742,29563,United Kingdom,Type F5,Plasma,ThetaBase Services,4,5,4,strict,2300,False,False
46071,28271,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1351,False,False
37649,42044,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,1,moderate,1806,False,False
48825,12348,Gambia,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1260,True,False
14541,40573,Rwanda,Type V2,Quantum,ThetaBase Services,1,1,1,strict,1390,False,False
11474,37125,Micronesia,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1572,True,False
13701,34037,Isle of Man,Type F5,Quantum,ThetaBase Services,1,1,1,strict,1520,False,False
49808,18123,Russian Federation,Type F5,Plasma,ThetaBase Services,3,7,4,strict,3080,False,False
26325,33961,Malta,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1650,True,False
62455,35679,Malta,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1520,False,False
38378,6894,Rwanda,Type V5,Plasma,ThetaBase Services,2,6,4,strict,2235,False,False
38437,15004,Rwanda,Type V5,Plasma,ThetaBase Services,1,4,2,strict,1949,True,False
41369,15004,Rwanda,Type V5,Plasma,ThetaBase Services,0,4,2,strict,1715,True,False
8687,15004,Rwanda,Type V5,Plasma,ThetaBase Services,1,6,3,strict,1936,True,False
34245,11078,Gambia,Type V5,Plasma,ThetaBase Services,1,3,1,strict,2495,False,False
10138,30644,Uzbekistan,Type V5,Plasma,ThetaBase Services,2,4,2,moderate,1845,True,False
14187,7008,Niue,Type V5,Plasma,ThetaBase Services,1,3,1,strict,2040,True,False
27017,2816,Chad,Type F5,Plasma,ThetaBase Services,2,4,2,moderate,1650,False,False
52206,42408,Malta,Type F5,Quantum,ThetaBase Services,1,2,1,moderate,1221,False,False
57789,16042,Micronesia,Type V5,Plasma,ThetaBase Services,1,4,1,strict,2300,False,False
62546,35999,Malta,Type V7,Quantum,ThetaBase Services,0,2,1,moderate,1429,False,False
44751,2394,Niue,Type F5,Plasma,ThetaBase Services,2,4,3,strict,2105,False,False
15735,36758,Russian Federation,Type V2,Plasma,ThetaBase Services,2,5,3,flexible,2040,False,False
62076,25253,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1520,False,False
34811,1077,Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1390,False,False
75118,36607,Nicaragua,Type V5,Quantum,ThetaBase Services,1,1,1,strict,1910,False,False
2418,15004,Rwanda,Type V5,Plasma,ThetaBase Services,0,2,1,strict,1715,True,False
1248,1159,United Kingdom,Type V5,Plasma,ThetaBase Services,2,5,2,moderate,2885,False,False
71772,24349,Niue,Type V5,Plasma,ThetaBase Services,1,4,2,strict,2755,False,False
5026,20134,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,4,2,strict,2820,True,False
28548,15531,United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1364,False,False
10704,10785,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,4,2,moderate,2365,False,False
27052,28828,Micronesia,Type V5,Plasma,ThetaBase Services,2,4,2,strict,2950,False,False
65385,30769,Estonia,Type F5,Plasma,ThetaBase Services,2,5,2,strict,2027,False,False
13427,40547,Rwanda,Type V7,Plasma,ThetaBase Services,2,4,3,moderate,2170,False,False
9915,48448,Barbados,Type V5,Plasma,ThetaBase Services,2,4,2,strict,2560,True,False
57655,47044,United Kingdom,Type F5,Plasma,ThetaBase Services,5,12,7,flexible,9970,True,False
52144,49197,Nicaragua,Type V5,Quantum,ThetaBase Services,1,1,1,moderate,1585,False,False
76488,9852,Rwanda,Type V5,Plasma,ThetaBase Services,0,2,1,strict,2040,True,False
10708,44146,Bouvet Island (Bouvetoya),Type V2,Plasma,ThetaBase Services,2,4,2,strict,1845,False,False
3829,9852,Rwanda,Type V5,Plasma,ThetaBase Services,0,2,1,strict,2040,True,False
37622,26461,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1455,False,False
24776,33372,Niue,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1299,True,False
7613,21627,Niue,Type F1,Quantum,ThetaBase Services,1,2,1,flexible,1286,False,False
18264,15219,Niue,Type F5,Plasma,ThetaBase Services,2,5,2,moderate,2430,False,False
5916,23742,United Kingdom,Type V5,Plasma,ThetaBase Services,0,2,1,flexible,1871,True,False
41462,39109,Barbados,Type V5,Plasma,ThetaBase Services,2,4,3,flexible,3080,False,False
32525,29454,Niue,Type V5,Plasma,ThetaBase Services,3,6,3,strict,2950,False,False
148,39794,Costa Rica,Type V5,Plasma,ThetaBase Services,1,3,1,strict,1780,False,False
11075,17029,Micronesia,Type F5,Plasma,ThetaBase Services,4,8,4,strict,4770,False,False
55037,1167,Niue,Type V5,Quantum,ThetaBase Services,1,3,1,strict,2040,False,False
5755,17096,Costa Rica,Type V5,Plasma,ThetaBase Services,2,4,2,moderate,1975,True,False
64781,191,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1195,True,False
59647,25853,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1390,False,False
44726,40953,Pakistan,Type V5,Plasma,ThetaBase Services,1,4,1,moderate,1806,True,False
47254,13753,United Kingdom,Type V5,Plasma,ThetaBase Services,1,3,0,strict,1845,False,False
49193,15004,Rwanda,Type V7,Plasma,ThetaBase Services,0,2,1,strict,1780,True,False
66213,20069,United Kingdom,Type V2,Quantum,ThetaBase Services,1,2,1,strict,1845,True,False
48524,15004,Rwanda,Type V5,Plasma,ThetaBase Services,2,8,2,strict,2833,True,False
31470,29578,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1585,True,False
4337,45821,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1585,True,False
7239,35505,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,1,flexible,2846,False,False
72513,26536,United Kingdom,Type F5,Plasma,ThetaBase Services,3,4,3,flexible,3210,True,False
450,43953,Switzerland,Type V5,Quantum,ThetaBase Services,0,2,1,flexible,1715,False,False
24262,23566,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1,2,1,moderate,1585,True,False
72752,43953,Switzerland,Type G0,Quantum,ThetaBase Services,1,2,2,moderate,1520,False,False
36313,4322,Barbados,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1520,True,False
64598,28828,Uzbekistan,Type V5,Plasma,ThetaBase Services,1,4,1,strict,1910,False,False
47805,13199,United Kingdom,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1195,True,False
18361,7354,Nicaragua,Type V5,Plasma,ThetaBase Services,2,6,4,moderate,3340,False,False
58783,30111,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1325,True,False
7739,28828,Micronesia,Type V5,Plasma,ThetaBase Services,2,4,3,strict,2950,False,False
43207,33991,Bosnia and Herzegovina,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1104,True,False
34447,13583,Rwanda,Type V5,Plasma,ThetaBase Services,2,2,1,flexible,1975,False,False
23308,8383,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1338,True,False
24196,20316,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1338,False,False
35471,4785,Barbados,Type V2,Plasma,ThetaBase Services,8,16,8,strict,8670,False,False
58954,35305,Barbados,Type V5,Plasma,ThetaBase Services,2,7,4,strict,5147,False,False
18309,38622,Malta,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1390,True,False
50845,5945,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,4,8,4,strict,4120,False,False
195,32472,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1,1,1,flexible,1325,True,False
46738,25573,Guinea,Type V5,Plasma,ThetaBase Services,2,7,4,flexible,3041,True,False
22131,28465,Anguilla,Type V5,Plasma,ThetaBase Services,2,4,2,flexible,2105,False,False
47807,48519,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,1,flexible,1884,True,False
31314,33631,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,3,1,moderate,2560,False,False
6872,49825,Costa Rica,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1416,False,False
36163,6894,Rwanda,Type V5,Plasma,ThetaBase Services,0,2,1,strict,1962,False,False
71845,33748,Rwanda,Type V5,Plasma,ThetaBase Services,2,5,2,strict,2300,True,False
1314,37646,Russian Federation,Type G0,Plasma,ThetaBase Services,1,3,1,strict,2872,True,False
23098,28828,Niue,Type V5,Plasma,ThetaBase Services,2,4,2,strict,2820,False,False
27082,47091,Anguilla,Type V5,Plasma,ThetaBase Services,1,3,2,moderate,1975,True,False
53855,36302,Brazil,Type V5,Plasma,ThetaBase Services,2,6,3,flexible,2170,False,False
18749,22872,Niue,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1156,False,False
13842,18974,United Kingdom,Type V5,Plasma,ThetaBase Services,2,4,2,strict,1858,False,False
60085,34480,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1390,True,False
72848,6460,Faroe Islands,Type V5,Plasma,ThetaBase Services,1,2,2,flexible,1676,False,False
14943,49197,Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,1,moderate,2105,False,False
45623,41088,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1520,True,False
74012,26056,Uzbekistan,Type F5,Plasma,ThetaBase Services,3,6,3,flexible,2235,True,False
9244,3237,Rwanda,Type F5,Quantum,ThetaBase Services,1,2,1,strict,1468,True,False
26221,35216,Malta,Type F5,Plasma,ThetaBase Services,2,4,2,strict,2430,False,False
70417,9202,Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1715,False,False
25684,16344,Kiribati,Type V2,Quantum,ThetaBase Services,2,3,2,moderate,1130,True,False
36111,33108,Uzbekistan,Type V5,Plasma,ThetaBase Services,2,6,5,flexible,2157,True,False
59619,44020,Nicaragua,Type F5,Plasma,ThetaBase Services,3,6,4,strict,3795,False,False
74039,16360,Barbados,Type V5,Plasma,ThetaBase Services,2,4,2,strict,3470,False,False
42809,29574,Malta,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1325,True,False
24935,44519,Pakistan,Type V5,Plasma,ThetaBase Services,2,4,2,strict,1832,False,False
58895,36998,Gambia,Type V5,Plasma,ThetaBase Services,2,4,3,moderate,1975,True,False
33943,12164,Micronesia,Type V5,Plasma,ThetaBase Services,2,4,3,strict,3600,False,False
28056,18262,Micronesia,Type V5,Plasma,ThetaBase Services,1,4,2,strict,1845,True,False
14477,15004,Rwanda,Type V5,Plasma,ThetaBase Services,1,4,2,strict,2300,True,False
10071,48737,Russian Federation,Type V5,Plasma,ThetaBase Services,1,3,2,flexible,1741,False,False
10230,16074,Indonesia,Type F5,Plasma,ThetaBase Services,3,4,4,moderate,2495,False,False
26773,4541,Bouvet Island (Bouvetoya),Type V2,Quantum,ThetaBase Services,1,2,1,flexible,1585,True,False
17546,5290,Niue,Type V5,Plasma,ThetaBase Services,1,2,1,strict,1767,False,False
49208,46535,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1325,False,False
24635,45174,Malta,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1676,False,False
10459,1782,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1468,False,False
59414,4628,Barbados,Type V5,Plasma,ThetaBase Services,2,4,2,strict,4120,True,False
27993,39248,Russian Federation,Type V5,Plasma,ThetaBase Services,0,2,0,strict,2690,True,False
47652,6852,Uzbekistan,Type F5,Quantum,ThetaBase Services,1,1,1,flexible,1195,True,False
36588,48768,Indonesia,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1910,False,False
29404,19679,Kiribati,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1247,True,False
40596,28828,United Kingdom,Type V5,Plasma,ThetaBase Services,2,4,2,strict,2820,False,False
61338,6894,Rwanda,Type V5,Plasma,ThetaBase Services,1,2,1,strict,2118,False,False
7960,34355,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1650,False,False
55296,5942,Russian Federation,Type V5,Plasma,ThetaBase Services,1,4,2,moderate,2131,False,False
37133,40721,Malta,Type V2,Plasma,ThetaBase Services,5,5,5,flexible,3470,True,False
32184,26434,Barbados,Type V5,Plasma,ThetaBase Services,1,4,2,strict,1910,False,False
2523,32567,Indonesia,Type F5,Quantum,ThetaBase Services,1,1,1,moderate,1416,True,False
61087,8582,Niue,Type F5,Quantum,ThetaBase Services,1,1,1,strict,2287,False,False
2176,35687,Barbados,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1338,True,False
10804,937,Bouvet Island (Bouvetoya),Type V2,Quantum,ThetaBase Services,1,3,1,strict,1390,True,False
8748,937,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,2,3,2,strict,1325,True,False
64197,24770,Brazil,Type V5,Plasma,ThetaBase Services,1,3,2,flexible,1624,True,False
38129,22362,Niue,Type V5,Quantum,ThetaBase Services,2,5,3,flexible,1520,False,False
58385,21447,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1325,True,False
48205,3334,Malta,Type F5,Quantum,ThetaBase Services,1,1,1,moderate,1130,False,False
73200,44295,Barbados,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1390,False,False
4664,21703,United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,1,flexible,1130,False,False
56835,27019,Russian Federation,Type V5,Plasma,ThetaBase Services,1,4,2,strict,2157,True,False
57913,34032,Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,1,flexible,2690,True,False
69965,40777,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1234,True,False
53470,3303,Malta,Type V2,Quantum,ThetaBase Services,1,1,1,flexible,1260,True,False
72129,36922,Niue,Type Z6,Quantum,ThetaBase Services,1,2,1,flexible,1273,False,False
14509,36867,United Kingdom,Type V5,Quantum,ThetaBase Services,1,1,1,moderate,1195,True,False
44748,37406,Mexico,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1130,True,False
16129,18563,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,4,2,flexible,2430,False,False
35,42777,Uzbekistan,Type F1,Quantum,ThetaBase Services,1,2,1,flexible,1299,True,False
37744,4322,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1377,True,False
35352,41429,Wallis and Futuna,Type F5,Plasma,ThetaBase Services,2,4,3,strict,2690,False,False
47055,16113,Rwanda,Type V5,Plasma,ThetaBase Services,1,2,1,strict,2040,False,False
42299,16113,Rwanda,Type F5,Quantum,ThetaBase Services,1,2,1,strict,1637,False,False
36703,490,Barbados,Type V5,Plasma,ThetaBase Services,2,6,3,strict,2599,True,False
23017,48768,Indonesia,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1910,False,False
35187,24448,Rwanda,Type V5,Plasma,ThetaBase Services,1,2,1,moderate,2820,False,False
62537,15004,Rwanda,Type V5,Plasma,ThetaBase Services,0,4,2,strict,1923,True,False
57055,15004,Rwanda,Type V5,Plasma,ThetaBase Services,1,4,1,strict,1936,True,False
41962,41001,Niue,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1286,True,False
45709,17327,Marshall Islands,Type F5,Quantum,ThetaBase Services,1,1,1,flexible,1195,False,False
19151,3596,Malta,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1520,False,False
24858,44843,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1780,True,False
31032,49825,Costa Rica,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1234,False,False
37446,25043,Rwanda,Type V5,Plasma,ThetaBase Services,2,4,2,strict,2235,False,False
60970,24024,Barbados,Type V5,Plasma,ThetaBase Services,2,4,2,strict,2391,False,False
34123,28828,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,4,2,strict,2170,False,False
64568,28828,Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,1,strict,2300,False,False
67845,1577,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1143,False,False
29169,22531,Nicaragua,Type V5,Plasma,ThetaBase Services,0,2,1,moderate,2430,False,False
27851,18077,Malta,Type V2,Plasma,ThetaBase Services,5,9,8,moderate,4120,False,False
75639,8179,Brazil,Type V5,Plasma,ThetaBase Services,2,4,2,flexible,1650,False,False
15574,24026,Nicaragua,Type V5,Plasma,ThetaBase Services,3,9,4,strict,4757,False,False
28651,10138,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1520,False,False
25402,9131,Gambia,Type V5,Plasma,ThetaBase Services,1,5,1,flexible,2040,False,False
61084,41232,United Kingdom,Type F5,Quantum,ThetaBase Services,4,3,1,moderate,1195,False,False
2919,48849,United Kingdom,Type F5,Quantum,ThetaBase Services,0,4,3,flexible,1520,True,False
53536,36922,Niue,Type Z6,Quantum,ThetaBase Services,1,2,1,flexible,1195,False,False
72953,21124,Rwanda,Type V5,Plasma,ThetaBase Services,2,4,2,moderate,1845,False,False
5831,19291,Rwanda,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1325,False,False
42231,30583,Bosnia and Herzegovina,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1520,True,False
20911,1046,Gambia,Type V5,Plasma,ThetaBase Services,2,5,2,strict,2170,True,False
58887,24476,Faroe Islands,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1520,True,False
27309,7054,Malta,Type F5,Plasma,ThetaBase Services,4,8,4,moderate,3210,True,False
62286,49319,Malta,Type V5,Plasma,ThetaBase Services,1,2,1,flexible,3275,False,False
1334,18423,Anguilla,Type X3,Quantum,ThetaBase Services,1,4,2,moderate,1845,True,False
31674,8397,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,2105,False,False
27862,2975,Indonesia,Type V5,Quantum,ThetaBase Services,2,2,2,flexible,1351,False,False
57898,27143,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1351,False,False
68509,4748,Micronesia,Type V5,Plasma,ThetaBase Services,2,3,2,strict,2820,False,False
61502,47361,Barbados,Type G0,Plasma,ThetaBase Services,0,3,2,strict,1936,False,False
44678,6892,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1715,False,False
340,47361,Barbados,Type G0,Plasma,ThetaBase Services,2,6,3,strict,2430,False,False
34790,10765,United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,1,strict,1611,False,False
12749,18077,Malta,Type V2,Plasma,ThetaBase Services,3,9,5,moderate,4783,False,False
1918,35673,Estonia,Type F5,Quantum,ThetaBase Services,1,2,1,moderate,1208,False,False
37183,8129,Micronesia,Type V5,Plasma,ThetaBase Services,2,4,2,flexible,2482,False,False
13478,12074,Malta,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1299,False,False
21198,18979,Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,1,strict,2105,False,False
56149,9772,Micronesia,Type V5,Plasma,ThetaBase Services,2,6,5,flexible,2495,False,False
72837,9131,Gambia,Type V5,Plasma,ThetaBase Services,2,10,4,flexible,2885,True,False
47821,9147,Malta,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1195,True,False
42436,37392,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1741,True,False
52696,28828,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,4,1,strict,2950,False,False
55701,34856,Rwanda,Type V5,Plasma,ThetaBase Services,3,6,3,strict,3301,True,False
51431,27026,Kiribati,Type V5,Plasma,ThetaBase Services,1,2,1,flexible,2170,False,False
4699,15004,Rwanda,Type V5,Plasma,ThetaBase Services,0,4,2,strict,1832,True,False
13991,38458,Barbados,Type V5,Plasma,ThetaBase Services,2,4,3,moderate,2417,False,False
49217,38525,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1780,True,False
68480,31104,Gambia,Type V7,Plasma,ThetaBase Services,1,4,2,strict,2105,True,False
14383,43001,Barbados,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,6707,False,False
58281,29123,Rwanda,Type V5,Plasma,ThetaBase Services,3,8,6,strict,1767,True,False
20418,15004,Rwanda,Type V5,Plasma,ThetaBase Services,2,8,4,strict,2976,True,False
72121,15004,Rwanda,Type V5,Plasma,ThetaBase Services,2,8,4,strict,2976,True,False
30895,27678,Niue,Type F5,Quantum,ThetaBase Services,1,1,1,flexible,1455,False,False
73638,45956,Niue,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1286,False,False
55434,11329,Rwanda,Type V5,Plasma,ThetaBase Services,1,4,2,strict,1975,False,False
22459,17362,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,3,4,3,moderate,2105,False,False
42151,8591,Niue,Type F5,Quantum,ThetaBase Services,1,1,1,flexible,1091,False,False
31868,18564,Malta,Type V2,Quantum,ThetaBase Services,1,1,1,flexible,1130,True,False
8169,28828,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,4,2,strict,2170,False,False
66824,28828,Malta,Type V5,Plasma,ThetaBase Services,1,2,1,strict,1910,False,False
69716,13606,Malta,Type V5,Plasma,ThetaBase Services,2,7,4,strict,2170,True,False
76844,21538,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,1,1,moderate,1390,False,False
63462,3525,Faroe Islands,Type V5,Plasma,ThetaBase Services,0,3,2,flexible,1572,True,False
12734,22453,Marshall Islands,Type F5,Quantum,ThetaBase Services,1,1,1,flexible,1195,True,False
66025,29163,Kiribati,Type V5,Quantum,ThetaBase Services,1,1,1,strict,1338,False,False
33784,29599,Costa Rica,Type X3,Quantum,ThetaBase Services,2,3,2,strict,1390,False,False
71377,31339,Rwanda,Type V5,Quantum,ThetaBase Services,2,2,1,moderate,1455,True,False
28967,19643,Micronesia,Type V5,Plasma,ThetaBase Services,2,4,2,strict,2430,False,False
28979,1756,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1455,False,False
43071,47697,Niue,Type V5,Plasma,ThetaBase Services,3,6,4,strict,1845,True,False
11038,4322,Barbados,Type V5,Quantum,ThetaBase Services,1,1,1,strict,1299,True,False
61891,24322,Malta,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1299,False,False
7869,37043,Russian Federation,Type V5,Plasma,ThetaBase Services,4,7,5,moderate,3600,True,False
10916,36747,Pakistan,Type F5,Quantum,ThetaBase Services,1,1,1,flexible,1325,False,False
52831,15004,Rwanda,Type V5,Plasma,ThetaBase Services,2,8,4,strict,2963,True,False
59283,29123,Rwanda,Type V5,Plasma,ThetaBase Services,2,6,5,strict,1663,True,False
30300,40709,United Kingdom,Type F1,Plasma,ThetaBase Services,1,2,2,flexible,1520,True,False
54993,15004,Rwanda,Type V5,Plasma,ThetaBase Services,1,6,3,strict,2066,True,False
26683,36263,Anguilla,Type F5,Quantum,ThetaBase Services,1,1,1,strict,1650,False,False
35012,15004,Rwanda,Type V5,Plasma,ThetaBase Services,1,6,1,strict,1975,True,False
57145,25010,Gambia,Type F5,Quantum,ThetaBase Services,1,1,1,flexible,1650,True,False
34159,28828,Uzbekistan,Type V5,Plasma,ThetaBase Services,3,7,4,strict,2170,False,False
